question_id,question,evidence,difficulty,generation_time_formatted,generation_time_seconds
199,ในโมเลกุลที่มีอะตอมโซเดียมมีจำนวนน้อยที่ไม่ได้เป็นยาเสพติด?,non-carcinogenic หมายถึง label = '-'; อะตอมโซเดียมหมายถึง element = 'na',simple,14.47 วินาที,14.47356915473938
200,ค้นหาโมเลกุลสามพันธะซึ่งเป็นสารก่อมะเร็ง,โมเลกุลสามพันธะหมายถึง bond_type = '#'; สารก่อมะเร็งหมายถึง label = '+',simple,16.42 วินาที,16.42139720916748
201,เปอร์เซ็นต์ของคาร์บอนในโมเลกุลคู่คืออะไร?,คาร์บอนหมายถึง element = 'c'; โมเลกุลสองพันธะหมายถึง bond_type = '='; เปอร์เซ็นต์ = หาร (ผลรวม (element = 'c') นับ (Atom_id)),moderate,18.87 วินาที,18.866727828979492
202,มีพันธะสามประเภทกี่ตัว?,พันธบัตรประเภทสามหมายถึง bond_type = '#',simple,8.15 วินาที,8.151291847229004
203,ไม่มีโบรมีนกี่อะตอม?,อะตอมที่ไม่มีโบรมีนหมายถึงองค์ประกอบ! = 'Br',simple,8.10 วินาที,8.095669984817505
204,จาก 100 โมเลกุลแรกตามลำดับจำนวนสารก่อมะเร็งมีจำนวนเท่าใด?,100 โมเลกุลแรกในลำดับจำนวนหมายถึง molecule_id ระหว่าง 'TR000' และ 'TR099'; label = '+' หมายถึงโมเลกุลเป็นสารก่อมะเร็ง,simple,11.50 วินาที,11.500916957855225
205,ระบุโดย ID ของพวกเขาโมเลกุลที่มีคาร์บอน,คาร์บอนหมายถึง element = 'c';,simple,11.34 วินาที,11.337486028671265
206,องค์ประกอบใดในอะตอมพันธะ TR004_8_9?,TR004_8_9 อะตอมพันธบัตรหมายถึง BOND_ID = 'TR004_8_9';,challenging,16.52 วินาที,16.524306058883667
207,องค์ประกอบใดที่อยู่ในพันธบัตรสองประเภท?,พันธบัตรสองประเภทหมายถึง bond_type = '=';,challenging,14.69 วินาที,14.690653800964355
208,ฉลากประเภทใดที่มีจำนวนมากที่สุดในอะตอมที่มีไฮโดรเจน,ด้วยไฮโดรเจนหมายถึง element = 'h'; ติดฉลากจำนวนมากในอะตอมหมายถึงสูงสุด (นับ (ฉลาก));,moderate,12.04 วินาที,12.041674852371216
209,คลอรีนอยู่ในประเภทของพันธะ?,ประเภทของพันธบัตรหมายถึง bond_type; คลอรีนหมายถึง element = 'cl',simple,12.23 วินาที,12.227461814880371
210,อะตอมอะไรที่เชื่อมต่อในพันธะชนิดเดียว?,พันธบัตรประเภทเดียวหมายถึง bond_type = '-';,simple,15.12 วินาที,15.119790077209473
211,ระบุว่าอะตอมใดที่เชื่อมต่อกันในโมเลกุลชนิดที่ไม่ก่อให้เกิดมะเร็ง,label = '-' หมายถึงโมเลกุลไม่ใช่ carcinogenic,simple,18.52 วินาที,18.517907857894897
212,องค์ประกอบใดที่มีจำนวนน้อยที่สุดในโมเลกุลที่ไม่ก่อให้เกิดมะเร็ง?,label = '-' หมายถึงโมเลกุลไม่ใช่ carcinogenic; จำนวนน้อยมากหมายถึง min (count (องค์ประกอบ));,challenging,9.88 วินาที,9.883668184280396
213,พันธบัตรประเภทใดระหว่างอะตอม TR004_8 และ TR004_20,ประเภทของพันธบัตรหมายถึง bond_type; ระหว่างอะตอม TR004_8 และ TR004_20 หมายถึง ATOM_ID = 'TR004_8' และ ATOM_ID2 = 'TR004_20' หรืออีกวิธีหนึ่ง,moderate,16.32 วินาที,16.31852412223816
214,ฉลากประเภทใดที่ไม่ได้อยู่ในโมเลกุลที่มีอะตอมกับดีบุก?,ดีบุกหมายถึงองค์ประกอบ! = 'sn'; label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง label = '-' หมายถึงโมเลกุลไม่ใช่ carcinogenic,simple,12.18 วินาที,12.179250240325928
215,มีอะตอมกับไอโอดีนและองค์ประกอบซัลเฟอร์กี่ตัวในโมเลกุลพันธะเดี่ยว?,ด้วยองค์ประกอบไอโอดีนอ้างถึงองค์ประกอบ = 'i'; ด้วยองค์ประกอบกำมะถันหมายถึง element = 's'; พันธบัตรประเภทเดียวหมายถึง bond_type = '-'; ควรพิจารณาอะตอมที่แตกต่างเมื่อนับ;,challenging,17.34 วินาที,17.337862730026245
216,ระบุอะตอมที่เชื่อมต่อทั้งหมดด้วยพันธะสามตัว,พันธบัตร Triple หมายถึง Bond_type = '#';,simple,14.84 วินาที,14.844095945358276
217,ระบุอะตอมทั้งหมดที่เชื่อมต่อกับอะตอมของโมเลกุล TR181,TR181 โมเลกุลหมายถึง molecule_id = 'TR181',simple,13.53 วินาที,13.526055097579956
218,เปอร์เซ็นต์ของโมเลกุลประเภทสารก่อมะเร็งไม่ได้มีฟลูออรีน,"label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง มีฟลูออรีนหมายถึง element = 'f'; เปอร์เซ็นต์ = หาร (ผลรวม (element = 'f') * 100, count (molecule_id)) โดยที่ label = '+'; ควรพิจารณาอะตอมที่แตกต่างเมื่อนับ;",challenging,18.42 วินาที,18.420271158218384
219,เปอร์เซ็นต์ของโมเลกุลของสารก่อมะเร็งในพันธะสามประเภทคืออะไร?,"label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง พันธบัตร Triple หมายถึง Bond_type = '#'; เปอร์เซ็นต์ = หาร (sum (bond_type = '#') * 100, นับ (bond_id)) เป็นเปอร์เซ็นต์ที่ label = '+'",challenging,18.47 วินาที,18.46714973449707
220,โปรดแสดงรายการองค์ประกอบสามอันดับแรกของพิษวิทยาของโมเลกุล TR000 ตามลำดับตัวอักษร,TR000 เป็น ID โมเลกุล,challenging,11.53 วินาที,11.527794122695923
221,อะตอมที่ถูกผูกมัดในโมเลกุล TR001 ด้วย ID พันธะของ TR001_2_6 คืออะไร?,TR001 เป็น ID โมเลกุล TR001_2_6 เป็นรหัสพันธบัตร,simple,15.99 วินาที,15.98572587966919
222,จำนวนโมเลกุลที่แตกต่างกันคืออะไรที่เป็นสารก่อมะเร็งและสิ่งที่ไม่ได้?,"label = '+' หมายถึงโมเลกุลเป็นสารก่อมะเร็ง label = '-' หมายถึงโมเลกุลไม่ใช่ carcinogenic; ความแตกต่าง = ลบ (sum (label = '+'), sum (label = '-'))",moderate,12.60 วินาที,12.604720115661621
223,Atom ID ของพันธบัตร TR000_2_5 คืออะไร?,TR000_2_5 เป็นรหัสพันธบัตร,simple,10.06 วินาที,10.059045791625977
224,รหัสพันธบัตรที่มี Atom ID 2 ของ TR000_2 คืออะไร?,TR000_2 เป็น ID อะตอม Atom ID 2 หมายถึง Atom_ID2,simple,10.52 วินาที,10.518743991851807
225,โปรดแสดงรายการโมเลกุลห้าอันดับแรกที่มีพันธะคู่ตามลำดับตัวอักษร,พันธบัตรคู่หมายถึง bond_type = '=';,simple,8.05 วินาที,8.050302028656006
226,เปอร์เซ็นต์ของพันธบัตรสองเท่าในโมเลกุล TR008 คืออะไร? โปรดให้คำตอบของคุณเป็นเปอร์เซ็นต์ที่มีทศนิยมห้าตำแหน่ง,"พันธบัตรคู่หมายถึง bond_type = '='; TR008 เป็น ID โมเลกุล เปอร์เซ็นต์ = หาร (sum (bond_type = '='), count (bond_id)) เป็นเปอร์เซ็นต์ที่ molecule_id = 'tr008'",moderate,15.47 วินาที,15.471427917480469
227,เปอร์เซ็นต์ของโมเลกุลที่เป็นสารก่อมะเร็งคืออะไร? โปรดให้คำตอบของคุณเป็นเปอร์เซ็นต์ที่มีทศนิยมสามตำแหน่ง,"label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง เปอร์เซ็นต์ = หาร (sum (label = '+'), count (molecule_id)) เป็นเปอร์เซ็นต์",simple,12.90 วินาที,12.901119947433472
228,ไฮโดรเจนในโมเลกุล TR206 มีค่าเท่าไหร่? โปรดให้คำตอบของคุณเป็นเปอร์เซ็นต์ที่มีทศนิยมสี่ตำแหน่ง,"ไฮโดรเจนหมายถึง element = 'h'; TR206 เป็น ID โมเลกุล เปอร์เซ็นต์ = หาร (ผลรวม (element = 'h'), นับ (Atom_id)) เป็นเปอร์เซ็นต์ที่ molecule_id = 'TR206'",moderate,14.80 วินาที,14.799397945404053
229,ประเภทของพันธบัตรที่โมเลกุล TR000 มีเมื่อใดที่เกี่ยวข้องกับพันธบัตรใด ๆ ?,ประเภทของพันธบัตรหมายถึง bond_type; TR000 คือ ID โมเลกุล,simple,13.40 วินาที,13.403871059417725
230,องค์ประกอบของพิษวิทยาและฉลากของโมเลกุล TR060 คืออะไร?,TR060 เป็น ID โมเลกุล,challenging,13.61 วินาที,13.61301875114441
231,ประเภทพันธบัตรใดที่คิดเป็นพันธบัตรส่วนใหญ่ที่พบในโมเลกุล TR010 และระบุว่าโมเลกุลนี้เป็นสารก่อมะเร็งหรือไม่?,TR010 เป็น ID โมเลกุล ส่วนใหญ่ของพันธบัตรที่พบหมายถึงสูงสุด (นับ (bond_type));,challenging,14.38 วินาที,14.381747961044312
232,โปรดแสดงรายการโมเลกุลสามอันดับแรกที่มีพันธะเดี่ยวระหว่างสองอะตอมและไม่ใช่สารก่อมะเร็งตามลำดับตัวอักษร,label = '-' หมายถึงโมเลกุลไม่ใช่สารก่อมะเร็ง พันธบัตรประเภทเดียวหมายถึง bond_type = '-'; แสดงรายการโมเลกุลสามอันดับแรกหมายถึงการคืนโมเลกุล _id และสั่งซื้อโดย molecule_id;,moderate,10.20 วินาที,10.203457117080688
233,โปรดแสดงรายการพันธบัตรสองอันดับแรกที่เกิดขึ้นกับโมเลกุล TR006 ตามลำดับตัวอักษร,TR006 คือ ID โมเลกุล,simple,11.00 วินาที,11.000940799713135
234,โมเลกุล TR009 มีพันธบัตรกี่ตัวที่เกี่ยวข้องกับอะตอม 12?,TR009 เป็น ID โมเลกุล  เกี่ยวข้องกับอะตอม 12 หมายถึง Atom_id = 'TR009_12' หรือ ATOM_ID2 = 'TR009_12',moderate,22.40 วินาที,22.400577068328857
235,มีโมเลกุลกี่โมเลกุลและมีองค์ประกอบโบรมีน?,label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง มีองค์ประกอบโบรมีนหมายถึง element = 'br',simple,13.10 วินาที,13.102977991104126
236,ประเภทพันธบัตรและอะตอมของ ID พันธบัตรของ TR001_6_9 คืออะไร?,อะตอมอ้างถึง ATOM_ID หรือ ATOM_ID2,moderate,23.48 วินาที,23.47599720954895
237,โมเลกุลใดที่ Atom TR001_10 เป็นของ? โปรดระบุว่าโมเลกุลนี้เป็นสารก่อมะเร็งหรือไม่,TR001_10 เป็น Atom ID; label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง,moderate,13.84 วินาที,13.842069149017334
238,มีโมเลกุลกี่ชนิดที่มีพันธะสามชนิด?,พันธบัตร Triple หมายถึง Bond_type = '#';,simple,9.34 วินาที,9.339752912521362
239,Atom 19 มีการเชื่อมต่อกี่ครั้ง?,การเชื่อมต่อหมายถึง BOND_ID; Atom 19 หมายถึง Atom_id เช่น 'TR%_19';,simple,13.80 วินาที,13.80125617980957
240,"แสดงรายการองค์ประกอบทั้งหมดของพิษวิทยาของโมเลกุล ""TR004""",TR004 เป็น ID โมเลกุล,challenging,12.76 วินาที,12.762290716171265
241,โมเลกุลไม่ได้เป็นสารก่อมะเร็งกี่โมเลกุล?,label = '-' หมายถึงโมเลกุลไม่ใช่ carcinogenic,simple,7.97 วินาที,7.973188161849976
242,ในบรรดาอะตอมทั้งหมดตั้งแต่ 21 ถึง 25 แสดงรายการโมเลกุลทั้งหมดที่เป็นสารก่อมะเร็ง,"อะตอมจาก 21 ถึง 25 หมายถึง substr (Atom_id, 7, 2) ระหว่าง '21' และ '25'; label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง",moderate,15.27 วินาที,15.27249526977539
243,พันธบัตรที่มีฟอสฟอรัสและไนโตรเจนเป็นองค์ประกอบอะตอมของพวกเขาคืออะไร?,มีฟอสฟอรัสเป็นองค์ประกอบอะตอมหมายถึง element = 'p'; มีไนโตรเจนเป็นองค์ประกอบอะตอมหมายถึง element = 'n',moderate,23.25 วินาที,23.246806144714355
244,โมเลกุลที่มีการก่อมะเร็งเป็นพันธะคู่มากที่สุดหรือไม่?,พันธบัตรคู่หมายถึง bond_type = '='; label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง,moderate,12.72 วินาที,12.719417810440063
245,จำนวนพันธบัตรเฉลี่ยที่อะตอมที่มีอิโอดีนมีคืออะไร?,อะตอมที่มีองค์ประกอบไอโอดีนหมายถึง element = 'i'; ค่าเฉลี่ย = หาร (cound (bond_id) นับ (Atom_id)) โดยที่องค์ประกอบ = 'i',moderate,15.27 วินาที,15.268118143081665
246,แสดงรายการประเภทพันธบัตรและรหัสพันธบัตรของอะตอม 45,"รหัสพันธบัตรของอะตอม 45 หมายถึง substr (Atom_id, 7, 2) + 0 = 45; พันธบัตรคู่หมายถึง bond_type = '='; พันธบัตรเดียวหมายถึง Bond_type = '-'; พันธบัตร Triple หมายถึง Bond_type = '#';",moderate,14.52 วินาที,14.520954132080078
247,แสดงรายการองค์ประกอบทั้งหมดของอะตอมที่ไม่สามารถผูกพันกับอะตอมอื่น ๆ ได้,อะตอมไม่สามารถผูกพันกับอะตอมอื่น ๆ หมายถึง Atom_id ไม่ได้อยู่ในตารางที่เชื่อมต่อ,challenging,9.68 วินาที,9.682943105697632
248,"อะตอมของพันธะสามเท่ากับโมเลกุล ""TR041""?",TR041 เป็น ID โมเลกุล พันธบัตร Triple หมายถึง Bond_type = '#';,simple,20.01 วินาที,20.01387119293213
249,องค์ประกอบของอะตอมของ TR144_8_19 คืออะไร?,TR144_8_19 เป็นรหัสพันธบัตร,challenging,11.93 วินาที,11.930829048156738
250,จากโมเลกุลของสารก่อมะเร็งทั้งหมดซึ่งเป็นโมเลกุลใดที่มีพันธะคู่มากที่สุด?,label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง พันธบัตรคู่หมายถึง bond_type = '=';,moderate,15.54 วินาที,15.542499780654907
251,องค์ประกอบที่พบได้บ่อยที่สุดของโมเลกุลของสารก่อมะเร็งทั้งหมดคืออะไร?,label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง,moderate,11.38 วินาที,11.375587940216064
252,อะตอมที่สามารถผูกพันกับอะตอมที่มีองค์ประกอบนำไปสู่อะไร?,อะตอมที่มีสารตะกั่วองค์ประกอบหมายถึง Atom_id โดยที่ Element = 'PB',simple,15.28 วินาที,15.283307075500488
253,แสดงรายการองค์ประกอบของพันธบัตรสามพันธะทั้งหมด,พันธบัตร Triple หมายถึง Bond_type = '#';,challenging,14.51 วินาที,14.50771975517273
254,เปอร์เซ็นต์ของพันธบัตรมีองค์ประกอบที่พบบ่อยที่สุดของอะตอม?,"Divide (count (bond_id), count (Atom_id โดยที่สูงสุด (count (Atom_id)))))))))",moderate,18.46 วินาที,18.464904069900513
255,มีการก่อมะเร็งในสัดส่วนใดบ้าง? โปรดให้คำตอบของคุณเป็นเปอร์เซ็นต์ที่มีทศนิยมห้าตำแหน่ง,"พันธบัตรเดียวหมายถึง Bond_type = '-'; label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง สัดส่วน = หาร (sum (label = '+') * 100, count (bond_id)) โดยที่ bond_type = '-'",moderate,13.23 วินาที,13.227237701416016
256,คำนวณอะตอมทั้งหมดที่ประกอบด้วยคาร์บอนองค์ประกอบและไฮโดรเจน,"ประกอบด้วยองค์ประกอบคาร์บอนและไฮโดรเจนหมายถึงองค์ประกอบใน ('c', 'h')",simple,9.41 วินาที,9.405946969985962
257,แสดงรายการ Atom ID2 สำหรับอะตอมที่มีองค์ประกอบกำมะถัน,องค์ประกอบซัลเฟอร์หมายถึง element = 's',simple,12.36 วินาที,12.36371397972107
258,ประเภทพันธบัตรสำหรับอะตอมที่มีธาตุดีบุกคืออะไร?,TIN องค์ประกอบหมายถึง Element = 'SN'; พันธบัตรคู่หมายถึง bond_type = '='; พันธบัตรเดียวหมายถึง Bond_type = '-'; พันธบัตรสามหมายถึง bond_type = '#',moderate,15.27 วินาที,15.26905107498169
259,โมเลกุลพันธะเดี่ยวมีกี่องค์ประกอบ?,พันธบัตรเดียวหมายถึง Bond_type = '-';,simple,15.32 วินาที,15.322731018066406
260,คำนวณอะตอมทั้งหมดด้วยโมเลกุลสามพันธะที่มีองค์ประกอบฟอสฟอรัสหรือโบรมีน,พันธบัตร Triple หมายถึง Bond_type = '#'; ฟอสฟอรัสหมายถึง element = 'p'; โบรมีนหมายถึง element = 'br',moderate,17.79 วินาที,17.79015302658081
261,เขียนรหัสพันธบัตรสำหรับโมเลกุลที่เป็นสารก่อมะเร็ง,label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง,simple,10.48 วินาที,10.482656002044678
262,ในบรรดาโมเลกุลพันธะเดียวโมเลกุลใดที่ไม่ได้เป็นสารก่อมะเร็ง?,label = '-' หมายถึงโมเลกุลไม่ใช่ carcinogenic; พันธบัตรเดียวหมายถึง Bond_type = '-';,simple,13.28 วินาที,13.278880834579468
263,องค์ประกอบขององค์ประกอบคลอรีนเป็นเปอร์เซ็นต์ในโมเลกุลพันธะเดี่ยวคืออะไร?,องค์ประกอบคลอรีนหมายถึง element = 'cl'; พันธบัตรเดียวหมายถึง Bond_type = '-'; เปอร์เซ็นต์ = หาร (ผลรวม (element = 'cl') นับ (Atom_id)) เป็นเปอร์เซ็นต์ที่ bond_type = '-',challenging,13.97 วินาที,13.968786001205444
264,"ฉลากสำหรับ TR000, TR001 และ TR002 คืออะไร?","TR000, TR001 และ TR002 เป็น ID โมเลกุล label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง label = '-' หมายถึงโมเลกุลไม่ใช่ carcinogenic",simple,10.77 วินาที,10.768525123596191
265,แสดงรายการ ID โมเลกุลสำหรับโมเลกุลที่ไม่ใช่สารก่อมะเร็ง,label = '-' หมายถึงโมเลกุลไม่ใช่ carcinogenic,simple,8.22 วินาที,8.215140104293823
266,คำนวณโมเลกุลของสารก่อมะเร็งทั้งหมดสำหรับ ID โมเลกุลจาก TR000 ถึง TR030,label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง,simple,11.27 วินาที,11.2726469039917
267,ระบุประเภทพันธะสำหรับโมเลกุลจากโมเลกุล ID TR000 ถึง TR050,พันธบัตรคู่หมายถึง bond_type = '='; พันธบัตรเดียวหมายถึง Bond_type = '-'; พันธบัตร Triple หมายถึง Bond_type = '#';,moderate,11.00 วินาที,11.001791954040527
268,องค์ประกอบสำหรับ Bond ID TR001_10_11 คืออะไร?,TR001_10_11 เป็นรหัสพันธบัตร,challenging,15.91 วินาที,15.911864995956421
269,ID พันธบัตรมีไอโอดีนองค์ประกอบกี่ตัว?,ไอโอดีนหมายถึง element = 'i',simple,9.70 วินาที,9.69856309890747
270,ในบรรดาโมเลกุลที่มีแคลเซียมองค์ประกอบส่วนใหญ่เป็นสารก่อมะเร็งหรือไม่ก่อมะเร็งหรือไม่?,แคลเซียมหมายถึง element = 'ca'; label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง label = '-' หมายถึงโมเลกุลไม่ใช่ carcinogenic; สูงสุด (ฉลาก),moderate,10.61 วินาที,10.611101865768433
271,Bond ID TR001_1_8 มีทั้งองค์ประกอบของคลอรีนและคาร์บอนหรือไม่?,คลอรีนหมายถึง element = 'cl'; คาร์บอนหมายถึง element = 'c',simple,18.90 วินาที,18.89528203010559
272,แสดงรายการโมเลกุลสองโมเลกุลของโมเลกุลที่ไม่ใช่สารก่อมะเร็งสามโมเลกุลที่มีคาร์บอนองค์ประกอบ,คาร์บอนหมายถึง element = 'c'; พันธบัตร Triple หมายถึง Bond_type = '#'; label = '-' หมายถึงโมเลกุลไม่ใช่ carcinogenic,moderate,11.07 วินาที,11.067637920379639
273,เปอร์เซ็นต์ขององค์ประกอบคลอรีนในโมเลกุลของสารก่อมะเร็งคืออะไร?,คลอรีนหมายถึง element = 'cl'; label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง เปอร์เซ็นต์ = หาร (ผลรวม (element = 'pb'); นับ (molecule_id)) เป็นเปอร์เซ็นต์ที่ label = '+',moderate,17.66 วินาที,17.65568208694458
274,แสดงรายการองค์ประกอบทางพิษวิทยาที่เกี่ยวข้องกับโมเลกุล TR001,TR001 คือ ID โมเลกุล,simple,12.37 วินาที,12.370248794555664
275,ให้ ID โมเลกุลของประเภทพันธะคู่,พันธบัตรคู่หมายถึง bond_type = '=';,simple,9.94 วินาที,9.942333936691284
276,เขียน ID Atom ของอะตอมตัวแรกและที่สองของโมเลกุลประเภทพันธะสามชนิด,อะตอมแรกหมายถึง Atom_id; อะตอมที่สองหมายถึง ATOM_ID2; พันธบัตร Triple หมายถึง Bond_type = '#';,simple,17.56 วินาที,17.56070899963379
277,องค์ประกอบทางพิษวิทยาที่เกี่ยวข้องกับ Bond ID TR000_1_2 คืออะไร?,TR000_1_2 เป็นรหัสพันธบัตร,challenging,15.63 วินาที,15.634294033050537
278,โมเลกุลประเภทพันธะเดี่ยวมีกี่โมเลกุลที่ไม่ใช่ carcinogenic?,label = '-' หมายถึงโมเลกุลไม่ใช่ carcinogenic; พันธบัตรเดียวหมายถึง Bond_type = '-';,simple,14.46 วินาที,14.462852001190186
279,ฉลากสำหรับ Bond ID TR001_10_11 คืออะไร?,label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง label = '-' หมายถึงโมเลกุลไม่ใช่ carcinogenic,simple,10.82 วินาที,10.819689989089966
280,ระบุรหัสพันธบัตรของโมเลกุลประเภทพันธะสามชนิดและบอกฉันว่าพวกเขาเป็นสารก่อมะเร็งหรือไม่,พันธบัตร Triple หมายถึง Bond_type = '#'; label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง label = '-' หมายถึงโมเลกุลไม่ใช่ carcinogenic,moderate,14.35 วินาที,14.354082107543945
281,Tally องค์ประกอบทางพิษวิทยาของอะตอมที่ 4 ของแต่ละโมเลกุลที่เป็นสารก่อมะเร็ง,"label = '+' หมายถึงโมเลกุลเป็นสารก่อมะเร็ง อะตอมที่ 4 ของแต่ละโมเลกุลหมายถึง substr (Atom_id, 7, 1) = '4';",challenging,16.25 วินาที,16.245772123336792
282,อัตราส่วนขององค์ประกอบไฮโดรเจนในโมเลกุล ID TR006 คืออะไร? แสดงรายการอัตราส่วนด้วยฉลาก,"ไฮโดรเจนหมายถึง element = 'h'; อัตราส่วน = หาร (ผลรวม (element = 'h'), นับ (องค์ประกอบ)) โดยที่ molecule_id = 'tr006'; label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง label = '-' หมายถึงโมเลกุลไม่ใช่ carcinogenic",challenging,13.37 วินาที,13.374404907226562
283,ระบุว่าสารประกอบทางเคมีที่มีแคลเซียมเป็นสารก่อมะเร็งหรือไม่,แคลเซียมหมายถึง element = 'ca'; label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง label = '-' หมายถึงโมเลกุลไม่ใช่ carcinogenic;,moderate,13.41 วินาที,13.408180952072144
284,กำหนดประเภทพันธะที่เกิดขึ้นในสารประกอบเคมีที่มีคาร์บอนองค์ประกอบ,คาร์บอนหมายถึง element = 'c'; พันธบัตรคู่หมายถึง bond_type = '='; พันธบัตรเดียวหมายถึง Bond_type = '-'; พันธบัตร Triple หมายถึง Bond_type = '#';,moderate,11.64 วินาที,11.643080949783325
285,ชื่อองค์ประกอบทางเคมีที่สร้างพันธะ TR001_10_11,"element = 'cl' หมายถึงคลอรีน; Element = 'C' หมายถึงคาร์บอน Element = 'H' หมายถึงไฮโดรเจน element = 'o' หมายถึงออกซิเจน, element = 's' หมายถึงกำมะถัน; element = 'n' หมายถึงไนโตรเจน, element = 'p' หมายถึงฟอสฟอรัส, element = 'na' หมายถึงโซเดียม, element = 'br' หมายถึง bromine, element = 'f' หมายถึงฟลูออรีน; element = 'i' หมายถึงไอโอดีน; element = 'sn' หมายถึงดีบุก; Element = 'PB' หมายถึงตะกั่ว; องค์ประกอบ = 'te' หมายถึงเทลเลียม; Element = 'Ca' หมายถึงแคลเซียม; TR001_10_11 เป็นรหัสพันธบัตร ID โมเลกุลหมายถึง substr (bond_id, 1, 5); Atom 1 หมายถึง substr (bond_id, 7, 2); Atom 2 หมายถึง substr (bond_id, 10, 2)",challenging,19.53 วินาที,19.530084133148193
286,ในบรรดาสารประกอบทางเคมีทั้งหมดที่ระบุไว้ในฐานข้อมูลเปอร์เซ็นต์ของสารประกอบใดที่เป็นพันธมิตรสามประการ,พันธบัตร Triple หมายถึง Bond_type = '#';,simple,12.94 วินาที,12.94277024269104
287,ในบรรดาสารประกอบทางเคมีทั้งหมดที่มีโมเลกุล TR047 ระบุเปอร์เซ็นต์ที่สร้างพันธะคู่,"TR047 เป็น ID โมเลกุล พันธบัตรคู่หมายถึง bond_type = '='; เปอร์เซ็นต์ = หาร (ผลรวม (bond_type = '='), นับ (ทั้งหมด BOND_ID)) เป็นเปอร์เซ็นต์ที่โมเลกุล _ID = 'TR047'",moderate,14.52 วินาที,14.521800994873047
288,ระบุว่าโมเลกุลที่มีอะตอม TR001_1 เป็นสารก่อมะเร็งหรือไม่,label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง,simple,14.05 วินาที,14.047715187072754
289,โมเลกุล TR151 เป็นสารก่อมะเร็งหรือไม่?,label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง,simple,8.32 วินาที,8.320003986358643
290,องค์ประกอบที่เป็นพิษใดที่สามารถพบได้ในโมเลกุล TR151,"element = 'cl' หมายถึงคลอรีน; Element = 'C' หมายถึงคาร์บอน Element = 'H' หมายถึงไฮโดรเจน element = 'o' หมายถึงออกซิเจน, element = 's' หมายถึงกำมะถัน; element = 'n' หมายถึงไนโตรเจน, element = 'p' หมายถึงฟอสฟอรัส, element = 'na' หมายถึงโซเดียม, element = 'br' หมายถึง bromine, element = 'f' หมายถึงฟลูออรีน; element = 'i' หมายถึงไอโอดีน; element = 'sn' หมายถึงดีบุก; Element = 'PB' หมายถึงตะกั่ว; องค์ประกอบ = 'te' หมายถึงเทลเลียม; element = 'ca' หมายถึงแคลเซียม",challenging,14.61 วินาที,14.605118036270142
291,มีสารเคมีกี่ชนิดในฐานข้อมูลที่ถูกระบุว่าเป็นสารก่อมะเร็ง,label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง,simple,7.94 วินาที,7.9395740032196045
292,ระบุอะตอมเป็นของโมเลกุลที่มี ID ระหว่าง TR010 ถึง TR050 ที่มีองค์ประกอบคาร์บอน,"คาร์บอนหมายถึง element = 'c'; ระหว่าง TR010 ถึง TR050 หมายถึง substr (molecule_id, 3, 3)> = 10 และ substr (molecule_id, 3, 3) <= 50",simple,18.96 วินาที,18.956148862838745
293,มีกี่อะตอมที่อยู่ในโมเลกุลที่มีสารก่อมะเร็ง?,label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง,simple,10.95 วินาที,10.954615116119385
294,รหัสพันธบัตรใดที่มีพันธะคู่ที่มีสารก่อมะเร็ง?,label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง พันธบัตรคู่หมายถึง bond_type = '=';,simple,11.53 วินาที,11.532581090927124
295,มีกี่อะตอมที่เป็นโมเลกุลที่องค์ประกอบเป็นไฮโดรเจนและติดฉลากด้วยสารก่อมะเร็ง?,label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง ไฮโดรเจนหมายถึงองค์ประกอบ = H ',simple,13.92 วินาที,13.918472051620483
