question_num,question,generation_time_formatted,generation_time_seconds
278,ค้นหาชื่อพนักงานที่ได้รับรางวัลมากที่สุดในการประเมิน,8.16 วินาที,8.163914918899536
279,พนักงานคนไหนได้รับรางวัลมากที่สุดในการประเมินผล? แจ้งชื่อพนักงานค่ะ.,4.31 วินาที,4.307235956192017
280,ค้นหาชื่อพนักงานที่ได้รับโบนัสครั้งเดียวสูงสุด,8.09 วินาที,8.094541788101196
281,พนักงานคนไหนได้รับโบนัสมากที่สุด? แจ้งชื่อพนักงานค่ะ.,5.30 วินาที,5.297266960144043
282,ค้นหารายชื่อพนักงานที่ไม่เคยได้รับรางวัลใดๆ ในการประเมิน,3.47 วินาที,3.467634916305542
283,พนักงานที่ไม่เคยได้รับการประเมินมีชื่ออะไรบ้าง?,3.44 วินาที,3.443657875061035
284,ร้านที่รับสมัครพนักงานมากที่สุดชื่อว่าอะไรคะ?,5.65 วินาที,5.653568983078003
285,ร้านไหนมีพนักงานมากที่สุด? แจ้งชื่อร้านครับ.,2.74 วินาที,2.7406089305877686
286,ค้นหาชื่อร้านค้าที่ไม่จ้างพนักงานคนใด,3.43 วินาที,3.4347100257873535
287,ร้านไหนไม่มีพนักงาน? ค้นหาชื่อร้านค้า,3.48 วินาที,3.4758739471435547
288,ค้นหาจำนวนพนักงานที่ได้รับการว่าจ้างในแต่ละร้าน แสดงชื่อร้านด้วย,8.33 วินาที,8.329949855804443
289,สำหรับร้านค้าแต่ละแห่ง ให้ส่งคืนจำนวนพนักงานที่ทำงานที่นั่นและชื่อร้านค้า,7.74 วินาที,7.735944032669067
290,โบนัสทั้งหมดที่มอบให้ในการประเมินทั้งหมดคือเท่าไร?,2.07 วินาที,2.0712249279022217
291,ค้นหาจำนวนโบนัสทั้งหมดที่ได้รับจากการประเมินทั้งหมด,1.93 วินาที,1.9275691509246826
292,ให้ข้อมูลทั้งหมดเกี่ยวกับการจ้างงานแก่ฉัน,1.50 วินาที,1.5048747062683105
293,ข้อมูลทั้งหมดเกี่ยวกับการจ้างงานคืออะไร?,1.50 วินาที,1.498913049697876
294,"เขตใดมีทั้งร้านค้าที่มีสินค้าน้อยกว่า 3,000 รายการและร้านค้าที่มีสินค้ามากกว่า 10,000 รายการ",4.82 วินาที,4.822920799255371
295,"ค้นหาเขตที่มีทั้งร้านค้าที่จำหน่ายสินค้าน้อยกว่า 3,000 รายการ และร้านค้าที่จำหน่ายสินค้ามากกว่า 10,000 รายการ",4.94 วินาที,4.940780878067017
296,มีร้านค้าที่แตกต่างกันกี่แห่ง?,2.46 วินาที,2.4599499702453613
297,นับจำนวนที่ตั้งร้านค้าที่แตกต่างกัน,2.20 วินาที,2.1951308250427246
298,เรามีเอกสารกี่ฉบับ?,3.31 วินาที,3.3103127479553223
299,นับจำนวนเอกสาร,1.63 วินาที,1.6349046230316162
300,แสดงรายการ ID เอกสาร ชื่อเอกสาร และคำอธิบายเอกสารสำหรับเอกสารทั้งหมด,2.89 วินาที,2.8937840461730957
301,รหัส ชื่อ และคำอธิบายสำหรับเอกสารทั้งหมดคืออะไร,2.88 วินาที,2.879879951477051
302,ชื่อเอกสารและรหัสเทมเพลตสำหรับเอกสารที่มีคำอธิบายมีตัวอักษร 'w' อยู่ในนั้นคืออะไร,4.13 วินาที,4.127596139907837
303,ส่งกลับชื่อและรหัสเทมเพลตสำหรับเอกสารที่มีตัวอักษร w อยู่ในคำอธิบาย,8.42 วินาที,8.42278003692627
304,"รหัสเอกสาร รหัสเทมเพลต และคำอธิบายสำหรับเอกสารชื่อ ""Robbin CV"" คืออะไร",6.18 วินาที,6.178409099578857
305,ส่งกลับรหัสเอกสาร รหัสเทมเพลต และคำอธิบายสำหรับเอกสารชื่อ Robbin CV,8.33 วินาที,8.334850072860718
306,เอกสารทั้งหมดใช้เทมเพลตที่แตกต่างกันกี่แบบ,2.60 วินาที,2.5957753658294678
307,นับจำนวนเทมเพลตต่างๆ ที่ใช้สำหรับเอกสาร,2.90 วินาที,2.904982089996338
308,มีเอกสารกี่ฉบับที่ใช้เทมเพลตที่มีรหัสประเภท 'PPT',5.24 วินาที,5.241429805755615
309,นับจำนวนเอกสารที่ใช้ประเภทเทมเพลต PPT,5.23 วินาที,5.233747959136963
310,แสดงรหัสเทมเพลตทั้งหมดและจำนวนเอกสารโดยใช้แต่ละเทมเพลต,8.48 วินาที,8.475851058959961
311,รหัสเทมเพลตที่แตกต่างกันทั้งหมดที่ใช้สำหรับเอกสารคืออะไร และแต่ละรหัสถูกใช้กี่ครั้ง,4.52 วินาที,4.522057771682739
312,รหัสประจำตัวและรหัสประเภทสำหรับเทมเพลตที่ใช้โดยเอกสารส่วนใหญ่คืออะไร,10.42 วินาที,10.421175003051758
313,ส่งคืนรหัสและรหัสประเภทของเทมเพลตที่ใช้กับเอกสารจำนวนมากที่สุด,6.28 วินาที,6.277044057846069
314,แสดงรหัสสำหรับเทมเพลตทั้งหมดที่ใช้โดยเอกสารมากกว่าหนึ่งรายการ,3.91 วินาที,3.908581256866455
315,รหัสเทมเพลตของเทมเพลตที่ใช้ในเอกสารมากกว่าหนึ่งฉบับคืออะไร,4.89 วินาที,4.8908531665802
316,แสดงรหัสสำหรับเทมเพลตทั้งหมดที่เอกสารใดไม่ได้ใช้,4.01 วินาที,4.010832786560059
317,รหัสสำหรับเทมเพลตที่ไม่ได้ใช้ในเอกสารใดๆ คืออะไร,6.76 วินาที,6.763443946838379
318,เรามีเทมเพลตกี่แบบ?,2.34 วินาที,2.335826873779297
319,นับจำนวนเทมเพลต,1.66 วินาที,1.659621000289917
320,แสดงรหัสเทมเพลต หมายเลขเวอร์ชัน และรหัสประเภทเทมเพลตสำหรับเทมเพลตทั้งหมด,3.57 วินาที,3.574404239654541
321,รหัส หมายเลขเวอร์ชัน และรหัสประเภทสำหรับแต่ละเทมเพลตคืออะไร,3.17 วินาที,3.169187068939209
322,แสดงรหัสประเภทเทมเพลตที่แตกต่างกันทั้งหมดสำหรับเทมเพลตทั้งหมด,2.41 วินาที,2.4100592136383057
323,รหัสประเภทเทมเพลตที่แตกต่างกันคืออะไร,2.20 วินาที,2.204740047454834
324,รหัสของเทมเพลตที่มีรหัสประเภทเทมเพลต PP หรือ PPT คืออะไร,3.59 วินาที,3.593413829803467
325,ส่งกลับรหัสของเทมเพลตที่มีรหัส PP หรือ PPT,3.58 วินาที,3.5832598209381104
326,มีเทมเพลตกี่แบบที่มีรหัสประเภทเทมเพลต CV,3.60 วินาที,3.6033859252929688
327,นับจำนวนเทมเพลตประเภท CV,5.76 วินาที,5.764508247375488
328,หมายเลขเวอร์ชันและรหัสประเภทเทมเพลตสำหรับเทมเพลตที่มีหมายเลขเวอร์ชันใหม่กว่า 5 คืออะไร,4.00 วินาที,3.9998626708984375
329,ส่งคืนหมายเลขเวอร์ชันและรหัสประเภทเทมเพลตของเทมเพลตที่มีหมายเลขเวอร์ชันมากกว่า 5,4.04 วินาที,4.042246103286743
330,แสดงรหัสประเภทเทมเพลตทั้งหมดและจำนวนเทมเพลตสำหรับแต่ละรายการ,4.17 วินาที,4.168787956237793
331,รหัสประเภทเทมเพลตที่แตกต่างกันคืออะไร และมีกี่เทมเพลตที่สอดคล้องกับแต่ละประเภท,5.41 วินาที,5.4082560539245605
332,โค้ดประเภทเทมเพลตใดมีจำนวนเทมเพลตมากที่สุด,4.31 วินาที,4.310009241104126
333,ส่งกลับรหัสประเภทของประเภทเทมเพลตที่มีเทมเพลตส่วนใหญ่อยู่,4.16 วินาที,4.155192136764526
334,แสดงรหัสประเภทเทมเพลตทั้งหมดที่มีเทมเพลตน้อยกว่าสามเทมเพลต,4.26 วินาที,4.264148235321045
335,รหัสประเภทเทมเพลตที่มีน้อยกว่า 3 เทมเพลตมีอะไรบ้าง,4.01 วินาที,4.00955605506897
336,หมายเลขเวอร์ชันที่เล็กที่สุดและรหัสประเภทเทมเพลตคืออะไร?,3.02 วินาที,3.017953872680664
337,ส่งกลับหมายเลขเวอร์ชันต่ำสุด พร้อมด้วยรหัสประเภทเทมเพลตที่เกี่ยวข้อง,4.00 วินาที,3.995661973953247
338,"รหัสประเภทเทมเพลตของเทมเพลตที่ใช้โดยเอกสารชื่อ ""ฐานข้อมูล"" คืออะไร",7.77 วินาที,7.7716076374053955
339,ส่งกลับรหัสประเภทเทมเพลตของเทมเพลตที่ใช้โดยเอกสารชื่อฐานข้อมูล,7.80 วินาที,7.797096252441406
340,แสดงชื่อเอกสารทั้งหมดโดยใช้เทมเพลตพร้อมรหัสประเภทเทมเพลต BK,4.86 วินาที,4.859525918960571
341,เอกสารที่ใช้เทมเพลตที่มีรหัส BK ชื่ออะไร,7.06 วินาที,7.062895059585571
342,แสดงรหัสประเภทเทมเพลตทั้งหมดและจำนวนเอกสารที่ใช้แต่ละประเภท,9.84 วินาที,9.843325138092041
343,รหัสประเภทเทมเพลตที่แตกต่างกันคืออะไร และแต่ละประเภทใช้เอกสารจำนวนเท่าใด,9.91 วินาที,9.90852403640747
344,เอกสารส่วนใหญ่ใช้รหัสประเภทเทมเพลตใด,4.16 วินาที,4.1645119190216064
345,ส่งกลับรหัสประเภทเทมเพลตที่ใช้บ่อยที่สุดในเอกสาร,4.20 วินาที,4.195935964584351
346,แสดงรหัสประเภทเทมเพลตทั้งหมดที่เอกสารใดไม่ได้ใช้,6.97 วินาที,6.966292858123779
347,รหัสประเภทเทมเพลตที่ไม่ใช้กับเอกสารใด ๆ มีอะไรบ้าง,6.93 วินาที,6.931180000305176
348,แสดงรหัสและคำอธิบายประเภทเทมเพลตทั้งหมด,3.46 วินาที,3.4585931301116943
349,รหัสประเภทและคำอธิบายสำหรับเทมเพลตทุกประเภทคืออะไร,3.46 วินาที,3.4598920345306396
350,"คำอธิบายประเภทเทมเพลตสำหรับรหัสประเภทเทมเพลต ""AD"" คืออะไร",4.40 วินาที,4.4023871421813965
351,กลับคำอธิบายประเภทเทมเพลตของประเภทเทมเพลตด้วยรหัส AD,4.02 วินาที,4.024403095245361
352,"รหัสประเภทเทมเพลตสำหรับคำอธิบายประเภทเทมเพลต ""หนังสือ"" คืออะไร",4.40 วินาที,4.401003122329712
353,"ส่งกลับรหัสประเภทของประเภทเทมเพลตพร้อมคำอธิบาย ""หนังสือ""",4.00 วินาที,4.004440784454346
354,คำอธิบายประเภทเทมเพลตที่ชัดเจนสำหรับเทมเพลตที่เคยใช้ในเอกสารใด ๆ คืออะไร,14.46 วินาที,14.461899995803833
355,ส่งกลับคำอธิบายต่างๆ สำหรับเทมเพลตที่ใช้ในเอกสาร,5.67 วินาที,5.6686670780181885
356,"รหัสเทมเพลตที่มีคำอธิบายประเภทเทมเพลต ""การนำเสนอ"" คืออะไร",4.68 วินาที,4.68220591545105
357,ส่งกลับรหัสที่สอดคล้องกับเทมเพลตพร้อมคำอธิบาย 'การนำเสนอ',4.81 วินาที,4.811726808547974
358,มีทั้งหมดกี่ย่อหน้า?,1.80 วินาที,1.7965319156646729
359,นับจำนวนย่อหน้า,1.79 วินาที,1.785634994506836
360,เอกสารชื่อ 'Summer Show' มีกี่ย่อหน้า?,5.26 วินาที,5.261096954345703
361,นับจำนวนย่อหน้าในเอกสารชื่อ 'Summer Show',5.24 วินาที,5.244620084762573
362,แสดงรายละเอียดย่อหน้าสำหรับย่อหน้าที่มีข้อความ 'Korea ',2.76 วินาที,2.7643980979919434
363,ย่อหน้าที่มีข้อความ 'Korea' มีรายละเอียดอะไรบ้าง?,4.31 วินาที,4.311482906341553
364,"แสดงรหัสย่อหน้าและข้อความทั้งหมดสำหรับเอกสารชื่อ ""ยินดีต้อนรับสู่นิวยอร์ก""",7.25 วินาที,7.248725175857544
365,รหัสและข้อความของย่อหน้าในเอกสารชื่อ 'ยินดีต้อนรับสู่นิวยอร์ก' คืออะไร,7.60 วินาที,7.600322246551514
366,"แสดงข้อความย่อหน้าทั้งหมดสำหรับเอกสาร ""บทวิจารณ์ของลูกค้า""",5.57 วินาที,5.572842121124268
367,ข้อความย่อหน้าของเอกสารชื่อ 'บทวิจารณ์ของลูกค้า' คืออะไร,7.75 วินาที,7.747457981109619
368,แสดงรหัสเอกสารทั้งหมดและจำนวนย่อหน้าในแต่ละเอกสาร สั่งซื้อตามรหัสเอกสาร,9.68 วินาที,9.675242900848389
369,ส่งกลับรหัสเอกสารที่แตกต่างกันพร้อมกับจำนวนย่อหน้าที่ตรงกัน โดยเรียงลำดับตามรหัส,4.98 วินาที,4.980813026428223
370,แสดงรหัสเอกสาร ชื่อ และจำนวนย่อหน้าทั้งหมดในแต่ละเอกสาร,7.85 วินาที,7.84999680519104
371,รหัสและชื่อของแต่ละเอกสารคืออะไร รวมถึงจำนวนย่อหน้าในแต่ละเอกสาร,10.83 วินาที,10.829802989959717
372,แสดงรายการรหัสเอกสารทั้งหมดที่มีอย่างน้อยสองย่อหน้า,3.59 วินาที,3.5948078632354736
373,รหัสของเอกสารที่มี 2 ย่อหน้าขึ้นไปคือรหัสอะไร,3.59 วินาที,3.591064214706421
374,รหัสเอกสารและชื่อที่มีจำนวนย่อหน้ามากที่สุดคืออะไร?,8.14 วินาที,8.138898849487305
375,ส่งกลับรหัสและชื่อของเอกสารที่มีย่อหน้ามากที่สุด,6.07 วินาที,6.07160496711731
376,รหัสเอกสารที่มีจำนวนย่อหน้าน้อยที่สุดคืออะไร?,6.27 วินาที,6.2680580615997314
377,ส่งกลับรหัสของเอกสารที่มีย่อหน้าน้อยที่สุด,4.05 วินาที,4.047828912734985
378,รหัสเอกสารที่มี 1 ถึง 2 ย่อหน้าคืออะไร?,5.49 วินาที,5.487346887588501
379,ระบุรหัสเอกสารที่มีระหว่างหนึ่งถึงสองย่อหน้า,4.31 วินาที,4.30520486831665
380,แสดงรหัสเอกสารพร้อมข้อความย่อหน้า 'บราซิล' และ 'ไอร์แลนด์',8.81 วินาที,8.807000160217285
381,รหัสของเอกสารที่มีข้อความย่อหน้าว่า 'บราซิล' และ 'ไอร์แลนด์' คืออะไร,5.51 วินาที,5.506170272827148
382,มีครูกี่คน?,2.53 วินาที,2.5285091400146484
383,ครูทั้งหมดมีจำนวนเท่าไร?,1.70 วินาที,1.6966660022735596
384,รายชื่อครูตามลำดับอายุจากน้อยไปหามาก,2.10 วินาที,2.100512981414795
385,ครูเรียงลำดับอายุขึ้นไปมีชื่ออะไรบ้าง?,2.49 วินาที,2.48512601852417
386,อายุและบ้านเกิดของครูคือเท่าไร?,1.92 วินาที,1.9163801670074463
387,อายุและบ้านเกิดของครูทุกคนคือเท่าไร?,1.93 วินาที,1.930318832397461
388,รายชื่อครูที่บ้านเกิดไม่ใช่ `` เขตเมืองลีเวอร์น้อย '',3.08 วินาที,3.080390214920044
389,ครูที่บ้านเกิดไม่ใช่ `` Little Lever Urban District '' ชื่ออะไร?,2.76 วินาที,2.7562830448150635
390,แสดงชื่อครูอายุ 32 หรือ 33 ปี?,3.02 วินาที,3.023024797439575
391,ครูที่มีอายุ 32 หรือ 33 ปีชื่ออะไร,3.02 วินาที,3.017328977584839
392,บ้านเกิดของครูที่อายุน้อยที่สุดคืออะไร?,2.56 วินาที,2.5608952045440674
393,ครูที่อายุน้อยที่สุดมาจากไหน?,2.52 วินาที,2.52394700050354
394,แสดงบ้านเกิดของครูที่แตกต่างกันและจำนวนครูจากแต่ละบ้านเกิด,2.38 วินาที,2.376605987548828
395,แต่ละบ้านเกิดมีครูกี่คน?,3.43 วินาที,3.433668851852417
396,รายชื่อบ้านเกิดของครูที่พบมากที่สุด,3.15 วินาที,3.152824640274048
397,บ้านเกิดที่พบบ่อยที่สุดสำหรับครูคืออะไร?,3.01 วินาที,3.0137131214141846
398,แสดงบ้านเกิดที่ครูอย่างน้อยสองคนมีร่วมกัน,2.75 วินาที,2.7499310970306396
399,ครูอย่างน้อยสองคนมาจากเมืองใด?,2.87 วินาที,2.8673110008239746
400,แสดงชื่อครูและหลักสูตรที่จัดสอน,7.39 วินาที,7.392905235290527
401,ครูแต่ละคนชื่ออะไร และสอนวิชาอะไร?,7.42 วินาที,7.415956020355225
402,แสดงชื่อครูและรายวิชาที่จัดสอนโดยเรียงตามตัวอักษรของชื่อครู,8.67 วินาที,8.667573928833008
403,ครูชื่ออะไรและรายวิชาที่สอนเรียงตามตัวอักษรจากชื่อครู?,6.90 วินาที,6.898756265640259
404,แสดงชื่อครูประจำวิชาคณิตศาสตร์,9.34 วินาที,9.337001085281372
405,คนที่สอนวิชาคณิตชื่ออะไรคะ?,9.22 วินาที,9.217403888702393
406,แสดงชื่อครูและจำนวนรายวิชาที่สอน,7.45 วินาที,7.453427314758301
407,ครูชื่ออะไร และสอนกี่วิชา?,6.86 วินาที,6.856415271759033
408,แสดงชื่อครูที่สอนอย่างน้อยสองรายวิชา,8.17 วินาที,8.174530029296875
409,ครูที่สอนอย่างน้อยสองหลักสูตรชื่ออะไร,8.30 วินาที,8.302430868148804
410,รายชื่อครูที่ยังไม่ได้จัดการเรียนการสอนรายวิชา,4.99 วินาที,4.990954875946045
411,ครูที่ยังไม่ได้จัดหลักสูตรมีชื่ออะไรบ้าง?,4.54 วินาที,4.544388055801392
412,มีผู้เข้าชมที่มีอายุต่ำกว่า 30 ปีกี่คน?,3.99 วินาที,3.98563814163208
413,ค้นหาชื่อผู้เข้าชมที่มีระดับสมาชิกสูงกว่า 4 และเรียงลำดับผลลัพธ์ตามระดับจากสูงไปต่ำ,4.48 วินาที,4.484424114227295
414,อายุเฉลี่ยของผู้เข้าชมที่มีระดับสมาชิกไม่สูงกว่า 4 คือเท่าใด?,3.32 วินาที,3.317413806915283
415,ค้นหาชื่อและระดับสมาชิกของผู้เข้าชมที่มีระดับสมาชิกสูงกว่า 4 และจัดเรียงตามอายุตั้งแต่อายุมากจนถึงอายุน้อย,4.58 วินาที,4.577610969543457
416,ค้นหารหัสและชื่อพิพิธภัณฑ์ที่มีเจ้าหน้าที่มากที่สุด?,3.58 วินาที,3.578078269958496
417,ค้นหาจำนวนพนักงานโดยเฉลี่ยที่ทำงานให้กับพิพิธภัณฑ์ที่เปิดก่อนปี 2009,4.27 วินาที,4.268351078033447
418,พิพิธภัณฑ์พลาซ่ามิวเซียมเปิดทำการและหมายเลขเจ้าหน้าที่คือเมื่อใด,4.97 วินาที,4.968540191650391
419,ค้นหาชื่อพิพิธภัณฑ์ที่มีเจ้าหน้าที่มากกว่าจำนวนพนักงานขั้นต่ำของพิพิธภัณฑ์ทุกแห่งที่เปิดหลังปี 2553,6.10 วินาที,6.098348140716553
420,ค้นหารหัส ชื่อ และอายุของผู้เยี่ยมชมที่เคยเยี่ยมชมพิพิธภัณฑ์บางแห่งมากกว่าหนึ่งครั้ง,7.19 วินาที,7.185902118682861
421,รหัส ชื่อ และระดับสมาชิกของผู้เข้าชมที่ใช้เงินรวมมากที่สุดในตั๋วพิพิธภัณฑ์ทั้งหมดคือเท่าใด,7.34 วินาที,7.344813108444214
422,รหัสและชื่อของพิพิธภัณฑ์ที่เข้าชมบ่อยที่สุดคืออะไร?,7.78 วินาที,7.776337146759033
423,พิพิธภัณฑ์ที่ยังไม่มีผู้เยี่ยมชมชื่ออะไร?,3.42 วินาที,3.4234559535980225
424,ค้นหาชื่อและอายุของผู้เข้าชมที่ซื้อตั๋วมากที่สุดในคราวเดียว,6.33 วินาที,6.332430839538574
425,จำนวนตั๋วโดยเฉลี่ยและสูงสุดที่ซื้อในการเข้าชมทั้งหมดคือเท่าใด,3.86 วินาที,3.858367919921875
426,ค่าตั๋วทั้งหมดของผู้เยี่ยมชมที่มีระดับสมาชิกคือเท่าไร?,4.97 วินาที,4.969312906265259
427,ผู้เข้าชมที่เยี่ยมชมทั้งพิพิธภัณฑ์ที่เปิดก่อนปี 2009 และพิพิธภัณฑ์ที่เปิดหลังปี 2011 ชื่ออะไร,11.51 วินาที,11.512886762619019
428,ค้นหาจำนวนผู้เข้าชมที่ไม่ได้เยี่ยมชมพิพิธภัณฑ์ใดๆ ที่เปิดหลังปี 2010,8.29 วินาที,8.292826890945435
429,มีพิพิธภัณฑ์กี่แห่งที่เปิดหลังปี 2556 หรือก่อนปี 2551,4.85 วินาที,4.852902889251709
430,ค้นหาจำนวนผู้เล่นทั้งหมด,4.24 วินาที,4.237263917922974
431,มีผู้เล่นกี่คน?,1.66 วินาที,1.6554028987884521
432,ค้นหาจำนวนการแข่งขันทั้งหมด,1.64 วินาที,1.642956018447876
433,นับจำนวนการแข่งขัน,1.65 วินาที,1.6478722095489502
434,รายชื่อและวันเกิดของผู้เล่นทั้งหมดจากประเทศที่มีรหัส USA,3.48 วินาที,3.4765257835388184
435,ชื่อและวันเกิดของผู้เล่นจากสหรัฐอเมริกาคืออะไร?,3.47 วินาที,3.473910093307495
436,ค้นหาอายุเฉลี่ยของผู้แพ้และผู้ชนะการแข่งขันทั้งหมด,3.19 วินาที,3.187676191329956
437,อายุเฉลี่ยของผู้แพ้และผู้ชนะในการแข่งขันคือเท่าใด,3.23 วินาที,3.231044054031372
438,ค้นหาอันดับเฉลี่ยของผู้ชนะในการแข่งขันทั้งหมด,2.93 วินาที,2.931680679321289
439,อันดับเฉลี่ยของผู้ชนะในการแข่งขันทั้งหมดคือเท่าไร?,2.37 วินาที,2.367914915084839
440,ค้นหาผู้แพ้อันดับสูงสุดในทุกแมตช์,3.20 วินาที,3.203871011734009
441,อันดับผู้แพ้ที่ดีที่สุดในทุกนัดคืออะไร?,2.21 วินาที,2.2111899852752686
442,ค้นหาหมายเลขรหัสประเทศที่แตกต่างกันของผู้เล่นทุกคน,2.08 วินาที,2.080612897872925
443,ผู้เล่นมาจากกี่ประเทศที่แตกต่างกัน?,2.61 วินาที,2.6096198558807373
444,ค้นหาจำนวนชื่อที่ชัดเจนของผู้แพ้,2.52 วินาที,2.522101879119873
445,มีชื่อผู้แพ้ที่แตกต่างกันกี่ชื่อ?,2.50 วินาที,2.498674154281616
446,ค้นหาชื่อทัวร์นาเมนท์ที่มีมากกว่า 10 นัด,3.76 วินาที,3.7581257820129395
447,การแข่งขันที่มีมากกว่า 10 นัดชื่ออะไร?,3.18 วินาที,3.177541971206665
448,รายชื่อผู้ชนะทั้งหมดที่เล่นในปี 2013 และ 2016,3.93 วินาที,3.9331607818603516
449,ผู้เล่นที่ชนะในปี 2013 และ 2016 มีชื่ออะไรบ้าง?,10.49 วินาที,10.492015838623047
450,รายชื่อจำนวนแมตช์ทั้งหมดที่เล่นในปี 2013 หรือ 2016,3.90 วินาที,3.9048991203308105
451,มีการแข่งขันกี่นัดในปี 2013 หรือ 2016?,4.05 วินาที,4.0523762702941895
452,รหัสประเทศและชื่อของผู้เล่นที่ชนะทั้งทัวร์นาเมนต์ WTA Championships และ Australian Open คืออะไร,6.87 วินาที,6.871492147445679
453,ชื่อและรหัสประเทศสำหรับผู้เล่นที่ชนะทั้ง WTA Championships และ Australian Open คืออะไร,9.89 วินาที,9.885143041610718
454,ค้นหาชื่อและรหัสประเทศของผู้เล่นอายุมากที่สุด,3.62 วินาที,3.623108148574829
455,ชื่อและรหัสประเทศของผู้เล่นอายุมากที่สุดคืออะไร?,4.14 วินาที,4.141560077667236
456,ระบุชื่อและนามสกุลของผู้เล่นทั้งหมดตามลำดับวันเกิด,3.20 วินาที,3.195610761642456
457,ผู้เล่นทั้งหมดชื่ออะไร เรียงตามวันเกิด?,3.17 วินาที,3.1745409965515137
458,ระบุชื่อและนามสกุลของผู้เล่นทั้งหมดที่เหลืออยู่ / มือ L ตามลำดับวันเกิด,4.03 วินาที,4.032655954360962
459,ผู้เล่นถนัดซ้ายมีชื่อเต็มว่าอะไร เรียงตามวันเกิด?,4.02 วินาที,4.024425983428955
460,ค้นหาชื่อและรหัสประเทศของผู้เล่นที่ทำทัวร์มากที่สุด,3.61 วินาที,3.6141998767852783
461,ชื่อและรหัสประเทศของผู้เล่นที่มีทัวร์มากที่สุดคืออะไร?,6.55 วินาที,6.545846700668335
462,ค้นหาปีที่มีจำนวนการแข่งขันมากที่สุด,3.06 วินาที,3.057849884033203
463,ปีไหนมีการแข่งขันมากที่สุด?,3.06 วินาที,3.0560460090637207
464,ค้นหาชื่อและอันดับคะแนนของผู้ชนะที่ชนะมากที่สุด,4.33 วินาที,4.32931923866272
465,ผู้ชนะที่ชนะการแข่งขันมากที่สุดชื่ออะไร และผู้เล่นคนนี้มีคะแนนอันดับเท่าไร?,11.67 วินาที,11.669455766677856
466,ค้นหาชื่อผู้ชนะที่มีคะแนนอันดับสูงสุดและเข้าร่วมการแข่งขัน Australian Open,4.40 วินาที,4.402923107147217
467,ผู้ชนะที่มีคะแนนอันดับมากที่สุดที่เข้าร่วมการแข่งขัน Australian Open ชื่ออะไร,4.72 วินาที,4.71838903427124
468,ค้นหาชื่อผู้แพ้และผู้ชนะที่เล่นในนัดที่มีจำนวนนาทีมากที่สุด,4.15 วินาที,4.153679132461548
469,ผู้ชนะและผู้แพ้ที่เล่นในนัดที่ยาวที่สุดชื่ออะไร?,3.32 วินาที,3.3236160278320312
470,ค้นหาอันดับเฉลี่ยของผู้เล่นแต่ละคนและชื่อของพวกเขา,8.48 วินาที,8.479331016540527
471,ผู้เล่นทุกคนชื่ออะไร และอันดับเฉลี่ยของพวกเขาคืออะไร?,3.35 วินาที,3.3472399711608887
472,ค้นหาคะแนนรวมของผู้เล่นแต่ละคนและชื่อของพวกเขา,5.81 วินาที,5.810044050216675
473,ชื่อแรกของผู้เล่นทุกคนคืออะไร และคะแนนอันดับรวมของพวกเขาคืออะไร?,3.61 วินาที,3.6129682064056396
474,ค้นหาจำนวนผู้เล่นในแต่ละประเทศ,2.95 วินาที,2.9539201259613037
475,มีผู้เล่นกี่คนจากแต่ละประเทศ?,2.94 วินาที,2.9406962394714355
476,ค้นหารหัสของประเทศที่มีจำนวนผู้เล่นมากที่สุด,3.61 วินาที,3.6120541095733643
477,รหัสของประเทศที่มีผู้เล่นมากที่สุดคืออะไร?,3.62 วินาที,3.6177730560302734
478,ค้นหารหัสประเทศที่มีผู้เล่นมากกว่า 50 คน,3.45 วินาที,3.448786973953247
479,รหัสของประเทศที่มีผู้เล่นมากกว่า 50 คนคือรหัสอะไร?,3.61 วินาที,3.6086840629577637
480,ค้นหาจำนวนทัวร์ทั้งหมดในแต่ละวันที่มีการจัดอันดับ,3.32 วินาที,3.3227930068969727
481,มีทัวร์ทั้งหมดกี่ทัวร์ในแต่ละวันที่มีการจัดอันดับ?,3.33 วินาที,3.33016300201416
482,ค้นหาจำนวนการแข่งขันที่เกิดขึ้นในแต่ละปี,2.36 วินาที,2.358131170272827
483,แต่ละปีมีการแข่งขันกี่นัด?,1.65 วินาที,1.6543219089508057
484,ค้นหาชื่อและอันดับของผู้ชนะที่อายุน้อยที่สุด 3 รายจากทุกแมตช์,3.99 วินาที,3.9897208213806152
485,ชื่อและอันดับของผู้ชนะที่อายุน้อยที่สุดสามคนในการแข่งขันทั้งหมดคืออะไร?,3.61 วินาที,3.6143929958343506
486,มีผู้ชนะที่แตกต่างกันกี่คนที่เข้าร่วมการแข่งขัน WTA Championships และถูกถนัดซ้าย?,5.52 วินาที,5.517773151397705
487,ค้นหาจำนวนผู้ชนะที่ถนัดซ้ายที่เข้าร่วม WTA Championships,5.58 วินาที,5.578011989593506
488,ค้นหาชื่อ รหัสประเทศ และวันเกิดของผู้ชนะที่มีแต้มอันดับสูงสุดในทุกแมตช์,9.17 วินาที,9.16663932800293
489,"ชื่อ, รหัสประเทศ และวันเกิดของผู้เล่นที่มีคะแนนอันดับผู้ชนะมากที่สุดในทุกแมตช์คืออะไร?",8.52 วินาที,8.52231502532959
490,ค้นหาจำนวนผู้เล่นสำหรับแต่ละประเภทมือ,2.92 วินาที,2.916809320449829
491,แต่ละประเภทมือมีผู้เล่นกี่คน?,2.65 วินาที,2.653879165649414
