question_id,question,difficulty,generation_time_formatted,generation_time_seconds
253,ระบุองค์ประกอบของพันธะสามทั้งหมด,challenging,9.26 วินาที,9.260741233825684
254,พันธะที่มีองค์ประกอบของอะตอมรวมกันมากที่สุดมีกี่เปอร์เซ็นต์?,moderate,13.50 วินาที,13.497463941574097
255,พันธะเดี่ยวมีสัดส่วนเป็นสารก่อมะเร็งเท่าใด โปรดระบุคำตอบของคุณเป็นเปอร์เซ็นต์โดยมีทศนิยมห้าตำแหน่ง,moderate,13.82 วินาที,13.82018518447876
256,คำนวณอะตอมทั้งหมดที่ประกอบด้วยธาตุคาร์บอนและไฮโดรเจน,simple,3.58 วินาที,3.5778229236602783
257,ลงรายการอะตอม id2 สำหรับอะตอมที่มีธาตุกำมะถัน,simple,4.51 วินาที,4.510316610336304
258,อะตอมที่มีธาตุดีบุกมีพันธะประเภทใด,moderate,9.37 วินาที,9.372661828994751
259,โมเลกุลของพันธะเดี่ยวมีองค์ประกอบกี่องค์ประกอบ?,simple,9.16 วินาที,9.163240909576416
260,คำนวณอะตอมทั้งหมดที่มีโมเลกุลพันธะสามที่มีธาตุฟอสฟอรัสหรือโบรมีน,moderate,14.09 วินาที,14.08836030960083
261,จดรหัสพันธะสำหรับโมเลกุลที่เป็นสารก่อมะเร็ง,simple,8.25 วินาที,8.24766492843628
262,ในบรรดารหัสโมเลกุลพันธะเดี่ยว โมเลกุลใดไม่เป็นสารก่อมะเร็ง,simple,8.07 วินาที,8.068177223205566
263,องค์ประกอบของคลอรีนเป็นเปอร์เซ็นต์ในบรรดาโมเลกุลพันธะเดี่ยวคืออะไร?,challenging,15.13 วินาที,15.13135313987732
264,"ฉลากสำหรับ TR000, TR001 และ TR002 คืออะไร?",simple,4.76 วินาที,4.755945920944214
265,ลงรายการรหัสโมเลกุลสำหรับโมเลกุลที่ไม่ก่อมะเร็ง,simple,3.19 วินาที,3.1946780681610107
266,คำนวณโมเลกุลของสารก่อมะเร็งทั้งหมดสำหรับรหัสโมเลกุลตั้งแต่ TR000 ถึง TR030,simple,4.42 วินาที,4.424915075302124
267,ลงรายการประเภทพันธะสำหรับโมเลกุลตั้งแต่รหัสโมเลกุล TR000 ถึง TR050,moderate,4.95 วินาที,4.950505018234253
268,องค์ประกอบสำหรับรหัสพันธบัตร TR001_10_11 มีอะไรบ้าง,challenging,10.52 วินาที,10.517406940460205
269,รหัสพันธะมีธาตุไอโอดีนจำนวนเท่าใด,simple,10.23 วินาที,10.227820873260498
270,ในบรรดาโมเลกุลที่มีธาตุแคลเซียม ส่วนใหญ่เป็นสารก่อมะเร็งหรือไม่ก่อมะเร็ง?,moderate,7.97 วินาที,7.967736005783081
271,Bond id TR001_1_8 มีทั้งธาตุคลอรีนและคาร์บอนหรือไม่?,simple,13.51 วินาที,13.505061864852905
272,แสดงรายการ ID โมเลกุล 2 โมเลกุลของโมเลกุลที่ไม่ก่อมะเร็งด้วยพันธะสามที่มีธาตุคาร์บอน,moderate,9.02 วินาที,9.018500089645386
273,เปอร์เซ็นต์ของธาตุคลอรีนในโมเลกุลของสารก่อมะเร็งคือเท่าไร?,moderate,10.24 วินาที,10.237468004226685
274,ระบุองค์ประกอบทางพิษวิทยาที่เกี่ยวข้องกับโมเลกุล TR001,simple,6.77 วินาที,6.773308277130127
275,ขอรหัสโมเลกุลของประเภทพันธะคู่หน่อย,simple,3.00 วินาที,3.004026174545288
276,เขียนรหัสอะตอมของอะตอมที่หนึ่งและที่สองของโมเลกุลประเภทพันธะสาม,simple,10.59 วินาที,10.58691120147705
277,องค์ประกอบทางพิษวิทยาที่เกี่ยวข้องกับพันธะ ID TR000_1_2 มีอะไรบ้าง,challenging,10.46 วินาที,10.46454906463623
278,พันธะเดี่ยวมีกี่โมเลกุลที่ไม่ก่อมะเร็ง?,simple,6.62 วินาที,6.622544050216675
279,ป้ายชื่อพันธบัตร ID TR001_10_11 คืออะไร,simple,5.50 วินาที,5.498307943344116
280,แจกแจง ID พันธะของโมเลกุลประเภทพันธะสาม และบอกฉันว่าเป็นสารก่อมะเร็งหรือไม่,moderate,8.68 วินาที,8.678064107894897
281,นับองค์ประกอบทางพิษวิทยาของอะตอมที่ 4 ของแต่ละโมเลกุลที่เป็นสารก่อมะเร็ง,challenging,8.69 วินาที,8.691488981246948
282,อัตราส่วนของธาตุไฮโดรเจนในโมเลกุล ID TR006 เป็นเท่าใด ระบุอัตราส่วนพร้อมป้ายกำกับ,challenging,9.26 วินาที,9.260946989059448
283,ระบุว่าสารประกอบทางเคมีที่มีแคลเซียมเป็นสารก่อมะเร็งหรือไม่,moderate,8.19 วินาที,8.186586856842041
284,กำหนดชนิดของพันธะที่เกิดขึ้นในสารประกอบเคมีที่มีธาตุคาร์บอน,moderate,9.31 วินาที,9.306546211242676
285,ตั้งชื่อองค์ประกอบทางเคมีที่ก่อให้เกิดพันธะ TR001_10_11,challenging,10.75 วินาที,10.746334075927734
286,ในบรรดาสารประกอบเคมีทั้งหมดที่ระบุในฐานข้อมูล มีเปอร์เซ็นต์ของสารประกอบที่ก่อให้เกิดพันธะสาม,simple,8.15 วินาที,8.14761209487915
287,ในบรรดาสารประกอบเคมีทั้งหมดที่มีโมเลกุล TR047 ให้ระบุเปอร์เซ็นต์ที่ก่อให้เกิดพันธะคู่,moderate,12.70 วินาที,12.698875904083252
288,ระบุว่าโมเลกุลที่มีอะตอม TR001_1 เป็นสารก่อมะเร็งหรือไม่,simple,7.28 วินาที,7.280124187469482
289,โมเลกุล TR151 เป็นสารก่อมะเร็งหรือไม่?,simple,4.88 วินาที,4.876321077346802
290,สารพิษชนิดใดที่พบในโมเลกุล TR151,challenging,6.72 วินาที,6.721948862075806
291,มีสารประกอบทางเคมีในฐานข้อมูลกี่ชนิดที่ถูกระบุว่าเป็นสารก่อมะเร็ง,simple,3.99 วินาที,3.9930570125579834
292,ระบุอะตอมที่เป็นของโมเลกุลที่มี ID ระหว่าง TR010 ถึง TR050 ซึ่งมีองค์ประกอบคาร์บอน,simple,9.82 วินาที,9.824758052825928
293,มีอะตอมกี่อะตอมที่อยู่ในโมเลกุลที่มีป้ายกำกับว่าเป็นสารก่อมะเร็ง?,simple,6.63 วินาที,6.631587028503418
294,รหัสพันธะใดมีพันธะคู่กับสารประกอบก่อมะเร็ง,simple,4.51 วินาที,4.513567924499512
295,มีอะตอมกี่อะตอมที่อยู่ในโมเลกุลซึ่งมีธาตุไฮโดรเจนและมีฉลากเป็นสารประกอบก่อมะเร็ง,simple,7.67 วินาที,7.66631293296814
296,ระบุว่ารหัสโมเลกุลเป็นของพันธะ TR000_1_2 ที่มีอะตอมแรกชื่อ TR000_1,simple,7.00 วินาที,6.998791217803955
297,ในบรรดาอะตอมที่มีธาตุคาร์บอน อะตอมใดไม่มีสารก่อมะเร็ง?,simple,8.09 วินาที,8.087535858154297
298,คำนวณเปอร์เซ็นต์ของโมเลกุลที่มีสารก่อมะเร็งซึ่งมีธาตุเป็นไฮโดรเจน,moderate,13.26 วินาที,13.261434078216553
299,โมเลกุล TR124 เป็นสารก่อมะเร็งหรือไม่?,simple,4.93 วินาที,4.9342262744903564
300,TR186 ประกอบด้วยอะตอมอะไรบ้าง,simple,6.84 วินาที,6.839815855026245
301,TR007_4_19มีพันธบัตรประเภทใด?,simple,2.11 วินาที,2.1140081882476807
302,ตั้งชื่อองค์ประกอบที่ประกอบด้วยอะตอมของพันธะ TR001_2_4,challenging,10.20 วินาที,10.19817590713501
303,TR006 มีพันธะคู่กี่ตัวและเป็นสารก่อมะเร็งหรือไม่?,moderate,8.74 วินาที,8.739798069000244
304,รายชื่อโมเลกุลและองค์ประกอบของสารก่อมะเร็งทั้งหมด,challenging,6.54 วินาที,6.537994146347046
305,ตั้งชื่อพันธะทั้งหมดที่มีพันธะเดี่ยวและอะตอมใดที่เชื่อมต่อกับโมเลกุล,simple,6.85 วินาที,6.854171276092529
306,โมเลกุลใดมีพันธะสามเท่าและแสดงรายการองค์ประกอบทั้งหมดที่มี,challenging,9.98 วินาที,9.977372884750366
307,ตั้งชื่อองค์ประกอบของอะตอมที่ก่อให้เกิดพันธะ TR000_2_3,challenging,12.50 วินาที,12.501051187515259
308,อะตอมที่เกิดพันธะกับธาตุคลอรีนเกิดพันธะได้จำนวนเท่าใด,simple,7.22 วินาที,7.22473406791687
309,ระบุรหัสอะตอมที่เป็นของโมเลกุล TR346 และโมเลกุลนี้สามารถสร้างพันธะได้กี่ประเภท,simple,10.81 วินาที,10.80997920036316
310,มีโมเลกุลที่มีพันธะคู่กี่โมเลกุล และในบรรดาโมเลกุลเหล่านี้มีกี่โมเลกุลที่ติดฉลากว่าเป็นสารประกอบก่อมะเร็ง,moderate,7.75 วินาที,7.754157066345215
311,มีกี่โมเลกุลที่ไม่มีธาตุซัลเฟอร์ที่ไม่มีพันธะคู่?,simple,8.41 วินาที,8.405669927597046
312,ฉลากสารก่อมะเร็งสำหรับพันธบัตร TR001_2_4 คืออะไร?,simple,8.00 วินาที,7.996151924133301
313,รหัสโมเลกุล TR001 มีอะตอมกี่อะตอม?,simple,3.78 วินาที,3.778021812438965
314,มีพันธบัตรเดี่ยวกี่รายการในรายการ?,simple,2.78 วินาที,2.7779300212860107
315,"ในบรรดาโมเลกุลที่มีธาตุ ""cl"" สารใดเป็นสารก่อมะเร็ง?",simple,7.92 วินาที,7.922873020172119
316,"ในบรรดาโมเลกุลที่มีธาตุ ""c"" โมเลกุลใดไม่เป็นสารก่อมะเร็ง?",simple,5.51 วินาที,5.511507034301758
317,คำนวณเปอร์เซ็นต์ของโมเลกุลสารก่อมะเร็งซึ่งมีธาตุคลอรีน,moderate,13.55 วินาที,13.553235054016113
318,รหัสโมเลกุลของรหัสพันธะ TR001_1_7 คืออะไร,simple,5.20 วินาที,5.198575019836426
319,มีองค์ประกอบกี่องค์ประกอบใน Bond_id TR001_3_4,challenging,7.97 วินาที,7.969434976577759
320,พันธะประเภทใดที่แสดงถึงความเชื่อมโยงระหว่างสองอะตอม TR000_1 และ TR000_2?,moderate,10.28 วินาที,10.280341148376465
321,"โมเลกุลของรหัสอะตอม ""TR000_2"" และรหัสอะตอม 2 ""TR000_4"" คืออะไร",simple,9.89 วินาที,9.887679815292358
322,ธาตุทางพิษวิทยาสำหรับอะตอมที่มีค่า ID เป็น TR000_1 คืออะไร?,challenging,5.10 วินาที,5.102090120315552
323,โมเลกุล TR000 เป็นสารก่อมะเร็งหรือไม่?,simple,5.87 วินาที,5.868031024932861
324,ค้นหาเปอร์เซ็นต์ของอะตอมที่มีพันธะเดี่ยว,simple,10.69 วินาที,10.691502094268799
325,สารก่อมะเร็งที่ประกอบด้วยไนโตรเจนมีกี่โมเลกุล?,simple,3.04 วินาที,3.042203187942505
326,โมเลกุลใดประกอบด้วยอะตอมซัลเฟอร์ที่มีพันธะคู่,simple,12.39 วินาที,12.386396884918213
327,โมเลกุลที่ไม่ก่อมะเร็งในข้อใดมีมากกว่า 5 อะตอม,moderate,3.36 วินาที,3.3608670234680176
328,รายชื่อธาตุทั้งหมดที่มีพันธะคู่ ประกอบด้วยโมเลกุล TR024,challenging,13.45 วินาที,13.453561067581177
329,สารก่อมะเร็งโมเลกุลใดมีจำนวนอะตอมมากที่สุด?,moderate,6.91 วินาที,6.913473844528198
330,คำนวณเปอร์เซ็นต์ของโมเลกุลสารก่อมะเร็งด้วยอะตอมของไฮโดรเจนที่มีพันธะสามเท่า,challenging,11.99 วินาที,11.98706603050232
331,มีสารก่อมะเร็งกี่โมเลกุล?,simple,3.36 วินาที,3.3642148971557617
332,ในบรรดาโมเลกุลระหว่าง TR004 ถึง TR010 มีกี่โมเลกุลที่มีพันธะเดี่ยว,simple,6.21 วินาที,6.210937023162842
333,ในโมเลกุล TR008 มีคาร์บอนอยู่กี่ตัว?,simple,4.00 วินาที,4.001492977142334
334,ธาตุใดมีรหัสอะตอมเท่ากับ TR004_7 ในโมเลกุลที่ไม่ก่อมะเร็ง?,challenging,9.52 วินาที,9.524356126785278
335,โมเลกุลที่มีออกซิเจนพันธะคู่มีทั้งหมดกี่โมเลกุล?,simple,7.95 วินาที,7.950346946716309
336,ในโมเลกุลที่มีพันธะสามเท่ามีกี่ตัวที่ไม่ก่อมะเร็ง?,simple,9.94 วินาที,9.939109802246094
337,ระบุองค์ประกอบและประเภทของพันธะที่รวมอยู่ในโมเลกุลซึ่งมีรหัสโมเลกุลเป็น TR002,challenging,12.39 วินาที,12.389451026916504
338,รหัสอะตอมของคาร์บอนที่มีพันธะคู่ในโมเลกุล TR012 คืออะไร?,moderate,16.02 วินาที,16.024133920669556
339,ระบุรหัสอะตอมของโมเลกุลสารก่อมะเร็งที่มีออกซิเจนหรือไม่,simple,8.18 วินาที,8.181709051132202
340,ซึ่งเป็นไพ่ที่มีฟอยล์ที่ทรงพลังอย่างเหลือเชื่อ,simple,12.58 วินาที,12.578221082687378
341,การ์ดไร้ขอบที่ไม่มีฟอยล์อันทรงพลังมีอะไรบ้าง?,simple,4.76 วินาที,4.7629289627075195
342,ระบุชื่อการ์ดที่มีมูลค่าซึ่งใช้มานาที่ถูกแปลงมากขึ้นสำหรับใบหน้า,simple,2.98 วินาที,2.9758951663970947
343,ตั้งชื่อการ์ดทั้งหมดที่มีรูปแบบเฟรมปี 2015 ซึ่งจัดอันดับต่ำกว่า 100 บน EDHRec,simple,5.69 วินาที,5.68894624710083
344,แสดงรายการการ์ดพิมพ์หายากในตำนานทั้งหมดที่ถูกแบนในรูปแบบกลาดิเอเตอร์,moderate,10.32 วินาที,10.319682121276855
345,สำหรับการ์ดประเภทสิ่งประดิษฐ์ที่ไม่มีหลายหน้าบนการ์ดใบเดียวกัน ให้ระบุสถานะทางกฎหมายสำหรับรูปแบบการเล่นแบบวินเทจ,moderate,9.07 วินาที,9.068542957305908
346,ระบุรหัสการ์ดและศิลปินทั้งหมดที่มีพลังที่ไม่รู้จักซึ่งถูกกฎหมายสำหรับรูปแบบการเล่นของผู้บัญชาการ,moderate,6.80 วินาที,6.802633047103882
347,ค้นหาการ์ดทั้งหมดที่แสดงโดย Stephen Daniel และอธิบายข้อความการพิจารณาคดีของการ์ดเหล่านี้ ระบุว่าการ์ดเหล่านี้มีคุณสมบัติและค่าที่ขาดหายไปหรือลดลง,moderate,6.15 วินาที,6.152954816818237
348,อธิบายข้อมูลเกี่ยวกับคำตัดสินของการ์ดชื่อ 'Sublime Epiphany' ที่มีหมายเลข 74,simple,8.87 วินาที,8.867707252502441
349,ตั้งชื่อการ์ดและศิลปินที่มีข้อมูลตัดสินมากที่สุด ระบุด้วยว่าบัตรนี้เป็นการพิมพ์เพื่อส่งเสริมการขายหรือไม่,moderate,7.82 วินาที,7.816033124923706
350,ระบุภาษาทางเลือกสำหรับบัตรชื่อ Annul หมายเลข 29,simple,7.75 วินาที,7.7510199546813965
351,ตั้งชื่อไพ่ทั้งหมดที่มีภาษาอื่นเป็นภาษาญี่ปุ่น,simple,3.97 วินาที,3.965045690536499
352,คำนวณเปอร์เซ็นต์ของไพ่ที่มีในภาษาจีนตัวย่อ,moderate,6.43 วินาที,6.425343036651611
353,รายชื่อชุดทั้งหมดที่มีอยู่ในการแปลภาษาอิตาลี ระบุจำนวนไพ่ทั้งหมดต่อชุด,simple,8.04 วินาที,8.037393808364868
354,ศิลปิน Aaron Boyd วาดภาพเกี่ยวกับศิลปะการ์ดมีการ์ดกี่ประเภท,simple,4.69 วินาที,4.688092947006226
355,คำหลักที่พบในการ์ด 'เทวดาแห่งความเมตตา' คืออะไร?,simple,3.45 วินาที,3.445812940597534
356,ไพ่กี่ใบมีพลังอนันต์?,simple,3.00 วินาที,2.9976351261138916
357,บัตร 'Duress' มีโปรโมชั่นประเภทใดบ้าง?,simple,2.67 วินาที,2.6727242469787598
358,"การ์ด ""ผู้ถูกเลือกของบรรพบุรุษ"" มีขอบสีอะไร?",simple,3.64 วินาที,3.642260789871216
359,"การ์ด ""Ancestor's Chosen"" ตามที่พิมพ์ครั้งแรกเป็นประเภทใด",simple,5.90 วินาที,5.903126001358032
360,"การ์ดไม่ได้เชื่อมโยงโดยตรงกับภาษา แต่ผ่านตาราง 'ชุด' คุณต้องเพิ่มชุดในตารางที่ครอบคลุมและเรียบเรียงคำถามของคุณใหม่
ชุดการ์ด 'Angel of Mercy' มีภาษาอะไรบ้าง?",moderate,7.26 วินาที,7.257281064987183
361,บัตรถูกต้องตามกฎหมายที่มีสถานะถูกจำกัดมีกล่องข้อความกี่ใบ,simple,4.48 วินาที,4.480366230010986
362,"คำอธิบายเกี่ยวกับการพิจารณาคดีของการ์ด ""ประณาม"" คืออะไร?",simple,6.43 วินาที,6.430913925170898
363,มีไพ่ถูกต้องตามกฎหมายที่มีสถานะถูกจำกัดกี่ใบในสำรับเริ่มต้น?,simple,9.08 วินาที,9.083261966705322
364,"สถานะของการ์ด ""Cloudchaser Eagle"" คืออะไร?",simple,6.57 วินาที,6.565026044845581
365,ไพ่ “เบนาลิช ไนท์” เป็นไพ่ประเภทไหน?,simple,3.37 วินาที,3.36952805519104
366,"กฎการเล่นไพ่ ""Benalish Knight"" คืออะไร?",simple,4.04 วินาที,4.03600811958313
367,โปรดระบุชื่อของศิลปินที่วาดภาพศิลปะการ์ดในภาษา Phyrexian,simple,3.71 วินาที,3.713981866836548
368,การ์ดไร้ขอบมีกี่เปอร์เซ็นต์?,simple,2.85 วินาที,2.8533120155334473
369,มีการพิมพ์ซ้ำการ์ดที่แสดงเป็นภาษาเยอรมันกี่ใบ?,simple,2.88 วินาที,2.875411033630371
370,มีการ์ดไร้ขอบกี่ใบที่แสดงเป็นภาษารัสเซีย,simple,3.45 วินาที,3.4463448524475098
371,การ์ดที่มีภาษาฝรั่งเศสในการ์ด Story Spotlight มีกี่เปอร์เซ็นต์,challenging,11.81 วินาที,11.811837911605835
372,ความเหนียว 99 มีกี่ใบ?,simple,3.40 วินาที,3.4049882888793945
373,ตั้งชื่อไพ่ที่แอรอน บอยด์วาดภาพไว้,simple,2.57 วินาที,2.566678047180176
374,การ์ดขอบสีดำที่มีเฉพาะใน mtgo มีกี่ใบ?,simple,5.96 วินาที,5.96230673789978
375,แสดงรายการ ID การ์ดทั้งหมดที่มีค่าใช้จ่ายมานาที่แปลงเป็น 0,simple,3.25 วินาที,3.251491069793701
376,เค้าโครงไพ่ของไพ่ที่มีคำสำคัญว่าการบินคืออะไร?,simple,2.45 วินาที,2.4466192722320557
377,"การ์ดประเภทดั้งเดิมของ ""Summon - Angel"" มีการ์ดประเภทย่อยนอกเหนือจาก ""Angel"" กี่ใบ?",simple,4.72 วินาที,4.722436904907227
378,การ์ดที่ฟอยล์คืออะไรที่มีประสิทธิภาพอย่างเหลือเชื่อเมื่อจับคู่กับการ์ดที่ไม่ฟอยล์? แสดงรายการรหัส,simple,4.40 วินาที,4.396148920059204
379,ไพ่ใดบ้างที่เป็นของ Duel Deck a? ระบุรหัสประจำตัว,simple,2.54 วินาที,2.53521728515625
380,แสดงรายการ edhrecRank สำหรับการ์ดที่มีเฟรมเวอร์ชัน 2015,simple,3.44 วินาที,3.437811851501465
381,รายชื่อศิลปินสำหรับการ์ดเป็นภาษาจีนตัวย่อ,simple,2.83 วินาที,2.831017017364502
382,การ์ดอะไรบ้างที่มีเฉพาะกระดาษและภาษาญี่ปุ่น?,simple,4.33 วินาที,4.327386856079102
383,การ์ดที่ถูกแบนมีขอบสีขาวกี่ใบ?,simple,4.36 วินาที,4.3645031452178955
384,ลงรายการ uuid สำหรับการ์ดแบบเดิมและภาษาต่างประเทศของการ์ดเหล่านี้,simple,6.66 วินาที,6.655631065368652
385,เขียนคำตัดสินของ Beacon of Immortality,simple,4.06 วินาที,4.058748960494995
386,มีการ์ดกี่ใบที่มีเฟรมเวอร์ชันในอนาคต และการ์ดเหล่านี้มีสถานะทางกฎหมายอย่างไร,simple,8.31 วินาที,8.314054727554321
387,การ์ดสำหรับชุด OGW คืออะไร? ระบุสีของการ์ดเหล่านี้,simple,8.07 วินาที,8.068222045898438
388,การ์ดในชุด 10E ที่มีมานาที่แปลงเป็น 5 คืออะไร มีการแปล และภาษาอะไรบ้าง?,simple,11.31 วินาที,11.30822491645813
389,รายชื่อการ์ดที่มีประเภทสิ่งมีชีวิตดั้งเดิม - เอลฟ์ และวันที่ตัดสินสำหรับการ์ดเหล่านี้,simple,5.20 วินาที,5.199639797210693
390,บัตร ID 1-20 มีสีอะไรบ้าง? การ์ดเหล่านี้มีรูปแบบอะไรบ้าง?,simple,4.13 วินาที,4.129922866821289
391,ในบรรดาการ์ด Artifact ที่เป็นสีดำและมาพร้อมกับการแปลภาษาต่างประเทศล่ะ?,moderate,9.55 วินาที,9.55472207069397
392,เลือกไพ่ 3 ใบที่หายาก เรียงชื่อการ์ดเหล่านี้ตามลำดับจากน้อยไปมากของวันที่ปกครอง,simple,5.28 วินาที,5.275393009185791
393,การ์ดที่ออกแบบโดย John Avon มีการ์ดกี่ใบที่ไม่มีประสิทธิภาพ?,simple,3.69 วินาที,3.6856091022491455
394,ไพ่ขอบขาวมีพลังกี่ใบ?,simple,3.28 วินาที,3.2804858684539795
395,การ์ดที่ออกแบบโดย UDON และประเภทพิมพ์ mtgo มีกี่ใบ โดยมีขนาดมือสูงสุดเริ่มต้นที่ -1,simple,4.86 วินาที,4.857585906982422
396,การ์ดที่มีเฟรมเวอร์ชันปี 1993 และบนกระดาษมีกี่การ์ดที่มีคำเตือนเกี่ยวกับเนื้อหาที่ละเอียดอ่อน,simple,4.37 วินาที,4.3748650550842285
397,ราคามานาของการ์ดที่มีเลย์เอาต์ปกติ เวอร์ชันเฟรมปี 2003 มีขอบสีดำ และมีจำหน่ายในรูปแบบกระดาษและ MTGO คือเท่าใด,moderate,7.10 วินาที,7.103290796279907
398,มานาที่ยังไม่ได้แปลงของการ์ดทั้งหมดที่สร้างโดย Rob Alexander มีราคารวมเท่าไร?,simple,4.16 วินาที,4.158095836639404
399,แสดงรายการการ์ดทุกประเภทที่มีอยู่ในอารีน่า,simple,3.07 วินาที,3.0681710243225098
400,แสดงรายการรหัสชุดของการ์ดทั้งหมดที่แปลเป็นภาษาสเปน,simple,6.28 วินาที,6.280317068099976
401,การ์ดเอฟเฟกต์เฟรมระดับตำนานที่มีเฉพาะในรูปแบบเกมออนไลน์มีกี่เปอร์เซ็นต์,moderate,10.00 วินาที,9.996234893798828
402,การ์ด Story Spotlight ที่ไม่มีกล่องข้อความมีกี่เปอร์เซ็นต์ แสดงรายการตาม ID ของพวกเขา,moderate,4.13 วินาที,4.128177881240845
403,คำนวณเปอร์เซ็นต์ของไพ่ในภาษาสเปน แสดงรายการตามชื่อ,simple,6.96 วินาที,6.961997985839844
404,ระบุชื่อของภาษาทั้งหมดที่มีการแปลชุดซึ่งมีจำนวนไพ่ 309 ใบ,simple,5.49 วินาที,5.494626760482788
405,มีชุดแปลภาษาโปรตุเกสแบบบราซิลจำนวนกี่ชุดที่อยู่ในบล็อก Commander,moderate,9.43 วินาที,9.430312871932983
406,แสดงรายการตาม ID การ์ดประเภทสิ่งมีชีวิตทั้งหมดที่มีสถานะทางกฎหมาย,simple,4.70 วินาที,4.704951047897339
407,แสดงรายการไพ่ทุกประเภทเป็นภาษาเยอรมัน,moderate,4.69 วินาที,4.685237884521484
408,จำนวนการ์ดพลังที่ไม่รู้จักมีข้อมูลเกี่ยวกับความสามารถที่ถูกกระตุ้น,moderate,8.51 วินาที,8.514301300048828
409,"ระบุจำนวนการ์ดที่มีรูปแบบก่อนสมัยใหม่ โดยมีข้อความว่า ""นี่คือความสามารถมานาที่ถูกกระตุ้น"" ที่ไม่มีหลายหน้า",moderate,6.05 วินาที,6.053452968597412
410,มีการ์ดจากศิลปิน Erica Yang ในรูปแบบยาจกและมีในรูปแบบกระดาษหรือไม่? หากเป็นเช่นนั้น ให้ระบุ ID,simple,5.10 วินาที,5.101125001907349
411,"การ์ดที่มีข้อความ ""Das perfekte Gegenmittel zu einer dichten Formation"" เป็นของศิลปินคนใด",simple,8.08 วินาที,8.080178022384644
412,ชื่อต่างประเทศของการ์ดในภาษาฝรั่งเศสประเภท Creature เค้าโครงปกติและขอบสีดำโดยศิลปิน Matthew D. Wilson คืออะไร,moderate,12.67 วินาที,12.665814876556396
413,การ์ดที่มีความหายากในการพิมพ์จำนวนเท่าใดที่มีข้อความการพิจารณาคดีพิมพ์เมื่อวันที่ 01/02/2550,simple,9.18 วินาที,9.18355679512024
414,ชุดการ์ด 180 ใบที่เป็นของบล็อก Ravnica แปลเป็นภาษาใด,simple,7.98 วินาที,7.97679591178894
415,การ์ดที่มีรูปแบบผู้บัญชาการและสถานะทางกฎหมายไม่มีคำเตือนเนื้อหากี่เปอร์เซ็นต์,challenging,12.93 วินาที,12.93109393119812
416,การ์ดที่ไม่มีพลังเป็นภาษาฝรั่งเศสกี่เปอร์เซ็นต์,challenging,9.59 วินาที,9.589763164520264
417,ชุดส่วนขยายที่แปลภาษาญี่ปุ่นเป็นชุดส่วนขยายกี่เปอร์เซ็นต์,moderate,8.56 วินาที,8.562241077423096
418,การ์ดที่ Daren Bader สร้างขึ้นเป็นการพิมพ์แบบใด,simple,3.10 วินาที,3.102144956588745
419,"มีการ์ดสีที่ไม่มีเส้นขอบกี่ใบที่ได้รับการจัดอันดับสูงกว่า 12,000 บน EDHRec",simple,4.79 วินาที,4.7903831005096436
420,มีการ์ดขนาดใหญ่ พิมพ์ซ้ำ และพิมพ์เพื่อส่งเสริมการขายจำนวนเท่าใด,simple,4.25 วินาที,4.250087261199951
421,โปรดระบุพาวเวอร์การ์ดที่ไม่รู้จักสามอันดับแรกที่มีประเภทการส่งเสริมการขายสำหรับลีกอารีน่าตามลำดับตัวอักษร,simple,5.60 วินาที,5.604578971862793
422,การ์ดที่มีหมายเลขลิขสิทธิ์ 149934 เป็นภาษาอะไร?,simple,5.04 วินาที,5.040336847305298
423,โปรดระบุรหัสของคู่ที่มีประสิทธิภาพสามอันดับแรกของ Kingdom Foil และ Kingdom Cards โดยจัดเรียงตาม Kingdom Foil id ตามลำดับตัวอักษร,simple,4.16 วินาที,4.1617090702056885
424,สัดส่วนของการ์ดที่ไม่มีกล่องข้อความที่มีรูปแบบปกติคืออะไร?,simple,7.36 วินาที,7.355799198150635
425,หมายเลขไพ่ที่ไม่มีหลายหน้าในไพ่ใบเดียวและมีประเภทย่อย Angel และ Wizard คืออะไร,simple,5.21 วินาที,5.20855712890625
426,โปรดระบุชุดสามอันดับแรกที่ไม่ปรากฏใน Magic: The Gathering Online พร้อมด้วยชื่อตามลำดับตัวอักษร,simple,4.90 วินาที,4.896233797073364
427,มีภาษาใดบ้างในชุดที่เรียกว่า Archenemy ในตลาดการ์ดเวทย์มนตร์และมีรหัส ARC,moderate,8.93 วินาที,8.932069063186646
428,ชุดหมายเลข 5 ชื่ออะไรและคำแปลคืออะไร?,simple,5.19 วินาที,5.191334009170532
429,ภาษาและส่วนขยายของชุดหมายเลข 206 คืออะไร?,simple,3.15 วินาที,3.1508688926696777
430,โปรดระบุการ์ดสองชุดบนสุดพร้อม ID ซึ่งมีการ์ดภาษาอิตาลีและอยู่ในบล็อก Shadowmoor ตามลำดับตัวอักษร,simple,4.83 วินาที,4.827980995178223
431,ชุดใดที่ไม่มีจำหน่ายนอกประเทศสหรัฐอเมริกาและมีการ์ดฟอยล์เขียนภาษาญี่ปุ่นอยู่ โปรดระบุรหัสชุดในการตอบกลับของคุณ,challenging,16.58 วินาที,16.57969903945923
432,ไพ่ชุดรัสเซียชุดใดที่มีไพ่โดยรวมมากที่สุด?,moderate,8.00 วินาที,7.9964869022369385
